Datum	Zeme	Latitude	Longitude	Production country appearances	Kumulativne	Kontinent	Filmy celkem	Koprodukcni filmy	Podil koprodukci	Koprodukce s Ceskem	Prvni vyskyt	Posledni vyskyt	Nejvyraznejsi rok	Top koprodukcni partneri	Ukazkove filmy	Ceny	Reziseri	DetailKey	Metric
01/07/1994	United Kingdom	55.4	-3.4	12	12	Evropa	507	227	44.8 %	14	1994	2025	2014 (39)	USA (69); France (51); Germany (32); Ireland (27); Italy (21); Canada (14); Czech Republic (14); Netherlands (14)	2025: Kontinental '25; 2025: Bogancloch; 2025: N3G; 2025: Barry Lyndon; 2025: Christy	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	United Kingdom	Production country appearances in KVIFF catalogue
01/07/1994	USA	39.8	-98.6	14	14	Severni Amerika	1077	273	25.3 %	15	1994	2025	2006 (61)	United Kingdom (69); France (60); Germany (44); Italy (20); Netherlands (16); Czech Republic (15); Canada (15); Mexico (14)	2025: Kill the Jockey; 2025: Divia; 2025: About a Hero; 2025: Barry Lyndon; 2025: Dreams	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	USA	Production country appearances in KVIFF catalogue
01/07/1994	Vietnam	14.1	108.3	1	1	Asie	8	5	62.5 %	0	1994	2024	2001 (2)	France (4); Singapore (3); Germany (2); United Kingdom (1); Thailand (1); Spain (1); Philippines (1); Netherlands (1)	2024: Viet and Nam; 2023: Inside the Yellow Cocoon Shell; 2021: Taste; 2001: Pho (Noodle Soup); 2001: The Season of Guavas	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Vietnam	Production country appearances in KVIFF catalogue
01/07/1994	Yugoslavia	44	20.9	2	2	Evropa	29	4	13.8 %	0	1994	2017	1999 (14)	Italy (2); Cyprus (1); USA (1); Canada (1); Germany (1)	2017: WR: Mysteries of the Organism; 2002: Boomerang; 2001: War Live; 2000: Sky Hook; 2000: A Film with No Name	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Yugoslavia	Production country appearances in KVIFF catalogue
01/07/1995	Argentina	-38.4	-63.6	2	2	Latinska Amerika	99	64	64.6 %	1	1995	2025	2007 (7)	Spain (22); France (20); Germany (16); Brazil (11); Uruguay (10); Netherlands (9); Italy (8); USA (8)	2025: Kill the Jockey; 2024: Sleep with Your Eyes Open; 2024: AliEN0089; 2024: Rescue: The Weight of the World; 2023: Delinquents	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Argentina	Production country appearances in KVIFF catalogue
01/07/1995	Australia	-25.3	133.8	1	3	Oceanie	96	18	18.8 %	1	1992	2025	1997 (23)	USA (9); United Kingdom (4); France (3); Canada (2); Italy (1); Bhutan (1); Argentina (1); Denmark (1)	2025: Archipelago of Earthen Bones – To Bunya; 2025: Dangerous Animals; 2025: Lesbian Space Princess; 2024: Porcelain War; 2023: Limbo	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Australia	Production country appearances in KVIFF catalogue
01/07/1995	Austria	47.5	14.5	3	5	Evropa	192	88	45.8 %	6	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: I’m Not Everything I Want to Be	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Austria	Production country appearances in KVIFF catalogue
01/07/1995	Belgium	50.5	4.5	2	4	Evropa	212	144	67.9 %	0	1992	2025	1999 (24)	France (107); Netherlands (23); Italy (16); Germany (12); United Kingdom (11); Luxembourg (11); Switzerland (6); Qatar (5)	2025: Mysterious Gaze of the Flamingo; 2025: Renovation; 2025: Vermiglio; 2025: Kika; 2025: Merckx	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Belgium	Production country appearances in KVIFF catalogue
01/07/1995	Brazil	-14.2	-51.9	1	1	Latinska Amerika	74	33	44.6 %	0	1995	2025	2002 (18)	France (20); Germany (11); Argentina (11); Portugal (5); Netherlands (5); Spain (4); Chile (3); Uruguay (3)	2025: Kontinental '25; 2025: Blue Trail; 2025: Future Future; 2024: Sleep with Your Eyes Open; 2023: Delinquents	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Brazil	Production country appearances in KVIFF catalogue
01/07/1995	Canada	56.1	-106.3	5	11	Severni Amerika	219	76	34.7 %	2	1992	2025	2005 (16)	France (22); USA (15); United Kingdom (14); Germany (6); Belgium (4); Palestine (3); China (3); Lebanon (3)	2025: Things You Kill; 2025: Partition; 2025: Archipelago of Earthen Bones – To Bunya; 2025: Shattered Glass; 2025: Black Screen Too	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Canada	Production country appearances in KVIFF catalogue
01/07/1995	China	35.9	104.2	1	3	Asie	68	31	45.6 %	0	1994	2025	2002 (8)	France (12); Hong Kong (9); USA (7); Canada (3); Japan (3); United Kingdom (2); Germany (2); South Korea (2)	2025: Resurrection; 2025: Girls on Wire; 2024: Shambhala; 2024: Stranger; 2024: Brief History of a Family	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	China	Production country appearances in KVIFF catalogue
01/07/1995	Cyprus	35.1	33.4	1	1	Evropa	10	10	100 %	0	1995	2025	2025 (2)	Greece (6); Germany (4); USA (2); Slovenia (2); Israel (2); Yugoslavia (1); Italy (1); United Kingdom (1)	2025: All That's Left of You; 2025: Yes; 2023: Embryo Larva Butterfly; 2021: Patchwork; 2018: Profile	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Cyprus	Production country appearances in KVIFF catalogue
01/07/1995	Czech Republic	49.8	15.5	16	62	Evropa	783	249	31.8 %	0	1994	2025	1994 (46)	Slovak Republic (144); France (40); Germany (34); Poland (22); USA (15); United Kingdom (14); Italy (9); Slovenia (9)	2025: Hurikán; 2025: Tales from the Magic Garden; 2025: Action Item; 2025: Caravan; 2025: I Died in Irpin	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Czech Republic	Production country appearances in KVIFF catalogue
01/07/1995	Czechoslovakia	49.8	15	16	17	Evropa	135	6	4.4 %	0	1992	2025	1995 (16)	Italy (2); Germany (1); France (1); Poland (1); Belgium (1)	2025: Death of the Beautiful Deer; 2025: Ecce Homo Homolka; 2025: Every Young Man; 2024: Joseph Kilian; 2024: Murdering the Devil	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Czechoslovakia	Production country appearances in KVIFF catalogue
01/07/1995	Denmark	56.3	9.5	2	2	Evropa	150	84	56 %	6	1995	2025	2005 (10)	Sweden (33); France (28); Germany (22); Iceland (13); Norway (12); United Kingdom (10); Netherlands (8); Mexico (7)	2025: Kill the Jockey; 2025: Love That Remains; 2025: Sentimental Value; 2025: About a Hero; 2024: Crossing	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Denmark	Production country appearances in KVIFF catalogue
01/07/1995	Finland	61.9	25.7	6	9	Evropa	76	40	52.6 %	2	1992	2025	1995 (6)	Germany (18); Sweden (11); Estonia (6); Russia (6); Denmark (4); United Kingdom (3); Brazil (2); Latvia (2)	2025: Fish River Anthology; 2024: Preemptive Listening; 2024: Silent Trilogy; 2023: Fallen Leaves; 2023: Sisu	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Finland	Production country appearances in KVIFF catalogue
01/07/1995	France	46.2	2.2	13	26	Evropa	985	676	68.6 %	40	1992	2025	2024 (54)	Germany (152); Italy (117); Belgium (107); USA (60); United Kingdom (51); Switzerland (47); Spain (45); Netherlands (41)	2025: Two Prosecutors; 2025: Mysterious Gaze of the Flamingo; 2025: Renoir; 2025: Anatomy of the Horses; 2025: Hurikán	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	France	Production country appearances in KVIFF catalogue
01/07/1995	Germany	51.2	10.4	13	20	Evropa	653	434	66.5 %	34	1992	2025	2015 (30)	France (152); Austria (51); USA (44); Czech Republic (34); United Kingdom (32); Netherlands (32); Italy (31); Switzerland (30)	2025: All That's Left of You; 2025: Two Prosecutors; 2025: Mysterious Gaze of the Flamingo; 2025: Sentimental Value; 2025: Yes	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Germany	Production country appearances in KVIFF catalogue
01/07/1995	Greece	39.1	21.8	2	2	Evropa	84	36	42.9 %	2	1995	2025	2015 (10)	Germany (13); Turkey (7); Cyprus (6); France (5); Bulgaria (5); Netherlands (5); Italy (2); Romania (2)	2025: All That's Left of You; 2025: N3G; 2025: They Come Out of Margo; 2023: To the North; 2023: Embryo Larva Butterfly	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Greece	Production country appearances in KVIFF catalogue
01/07/1995	Hong Kong	22.3	114.2	6	6	Asie	31	13	41.9 %	1	1995	2025	1995 (6)	China (9); USA (4); France (2); Germany (1); Italy (1); Luxembourg (1); Thailand (1); Netherlands (1)	2025: Keep Out; 2025: Mr. Vampire; 2024: Shambhala; 2023: Way of the Dragon; 2022: All the Crows in the World	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Hong Kong	Production country appearances in KVIFF catalogue
01/07/1995	Hungary	47.2	19.5	5	14	Evropa	122	54	44.3 %	7	1992	2025	2000 (10)	Germany (22); France (11); Slovak Republic (8); Czech Republic (7); Romania (6); Austria (5); United Kingdom (4); USA (4)	2025: Diamond Beauty; 2025: Jimmy Jaguar; 2024: Explanation for Everything; 2023: Infinity Pool; 2023: White Plastic Sky	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Hungary	Production country appearances in KVIFF catalogue
01/07/1995	India	20.6	78.9	1	3	Asie	57	15	26.3 %	1	1994	2024	2014 (8)	France (6); Germany (4); United Kingdom (4); USA (4); Netherlands (2); Czech Republic (1); Singapore (1); South Korea (1)	2024: All We Imagine as Light; 2024: Girls Will Be Girls; 2024: Santosh; 2024: Slow Shift; 2024: Second Chance	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	India	Production country appearances in KVIFF catalogue
01/07/1995	Iran	32.4	53.7	3	4	Blizky vychod	103	25	24.3 %	1	1992	2025	2023 (13)	France (12); Germany (5); Italy (2); USA (2); United Kingdom (2); Turkey (2); Japan (1); Iraq (1)	2025: Cinema Jazireh; 2025: It Was Just an Accident; 2025: Put Your Soul on Your Hand and Walk; 2025: Tehran Another View; 2025: Bidad	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Iran	Production country appearances in KVIFF catalogue
01/07/1995	Italy	41.9	12.6	8	18	Evropa	346	184	53.2 %	9	1994	2025	2012 (33)	France (117); Germany (31); United Kingdom (21); USA (20); Spain (17); Belgium (16); Switzerland (16); Czech Republic (9)	2025: Little Trouble Girls; 2025: April; 2025: Caravan; 2025: Vermiglio; 2025: Feeling Better	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Italy	Production country appearances in KVIFF catalogue
01/07/1995	Japan	36.2	138.3	3	4	Asie	176	41	23.3 %	1	1994	2025	2023 (16)	France (14); USA (9); Germany (7); Netherlands (6); South Korea (4); China (3); Spain (3); Taiwan (2)	2025: Renoir; 2025: Point Break; 2024: Artist of Fasting; 2024: Oyu; 2024: Franz Kafka's A Country Doctor	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Japan	Production country appearances in KVIFF catalogue
01/07/1995	Mexico	23.6	-102.5	1	2	Latinska Amerika	94	48	51.1 %	1	1994	2025	2016 (9)	Spain (16); USA (14); France (13); Germany (12); Denmark (7); Netherlands (6); Argentina (5); Chile (3)	2025: Kill the Jockey; 2025: Blue Trail; 2025: Dreams; 2024: Dead Don't Hurt; 2024: Night Has Come	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Mexico	Production country appearances in KVIFF catalogue
01/07/1995	Netherlands	52.1	5.3	4	6	Evropa	211	123	58.3 %	7	1992	2025	2002 (22)	France (41); Germany (32); Belgium (23); USA (16); United Kingdom (14); Argentina (9); Sweden (9); Denmark (8)	2025: Two Prosecutors; 2025: Blue Trail; 2025: Divia; 2025: Timestamp; 2025: January	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Netherlands	Production country appearances in KVIFF catalogue
01/07/1995	North Macedonia	41.6	21.7	1	1	Evropa	21	20	95.2 %	4	1995	2024	2021 (2)	Serbia (7); France (5); Kosovo (5); Czech Republic (4); Croatia (4); Bulgaria (3); Slovenia (3); Germany (3)	2024: Housekeeping for Beginners; 2021: Hive; 2021: Sisterhood; 2019: Half-Sister; 2018: Via Carpatia	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	North Macedonia	Production country appearances in KVIFF catalogue
01/07/1995	Poland	52	19.1	6	9	Evropa	201	78	38.8 %	22	1994	2025	2013 (11)	Czech Republic (22); Germany (22); France (19); Slovak Republic (12); Sweden (10); USA (6); Denmark (5); United Kingdom (5)	2025: Divia; 2025: Things You Kill; 2025: Trains; 2025: Son of Happiness; 2024: Housekeeping for Beginners	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Poland	Production country appearances in KVIFF catalogue
01/07/1995	Romania	45.9	24.9	1	2	Evropa	78	50	64.1 %	8	1994	2025	2015 (7)	France (19); Germany (16); Czech Republic (8); Bulgaria (7); Hungary (6); Italy (4); Netherlands (4); Poland (4)	2025: Two Prosecutors; 2025: Kontinental '25; 2025: Cinema Jazireh; 2024: Panopticon; 2024: If I Float	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Romania	Production country appearances in KVIFF catalogue
01/07/1995	Russia	61.5	105.3	16	34	Evropa	264	77	29.2 %	4	1992	2022	1998 (19)	Germany (27); France (26); Finland (6); Estonia (6); United Kingdom (5); Italy (5); Switzerland (5); Kazakhstan (5)	2022: Captain Volkonogov Escaped; 2022: Flood; 2021: Brighton 4th; 2021: Compartment No. 6; 2021: Conference	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Russia	Production country appearances in KVIFF catalogue
01/07/1995	Senegal	14.5	-14.5	1	1	Afrika	4	4	100 %	0	1995	2024	2024 (1)	France (4); Canada (1)	2024: Money Order; 2022: Saloum; 2003: Madame Brouette; 1995: Baba´s Journey - An African Dream	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Senegal	Production country appearances in KVIFF catalogue
