První účast na KVIFF	Země	Latitude	Longitude	Production country appearances	Filmů celkem	Filmů celkem k danému roku	Podíl koprodukcí	Koprodukce s Českem	Kontinent	První účast na KVIFF	Zatím poslední účast na KVIFF	Nejvýraznější rok	Top koprodukční partneři	Ukázkové filmy	DetailKey	Metric
07.01.2006	Austrálie	-25.3	133.8	4	96	51	18.8 %	1	Austrálie	1992	2025	1997 (23)	USA (9); United Kingdom (4); France (3); Canada (2); Italy (1); Bhutan (1); Argentina (1); Denmark (1)	2025: Archipelago of Earthen BonesÂ â ToÂ Bunya; 2025: Dangerous Animals; 2025: Lesbian Space Princess; 2024: Porcelain War; 2023: Limbo	Australia	Production country appearances in KVIFF catalogue
07.01.2007	Austrálie	-25.3	133.8	2	96	53	18.8 %	1	Austrálie	1992	2025	1997 (23)	USA (9); United Kingdom (4); France (3); Canada (2); Italy (1); Bhutan (1); Argentina (1); Denmark (1)	2025: Archipelago of Earthen BonesÂ â ToÂ Bunya; 2025: Dangerous Animals; 2025: Lesbian Space Princess; 2024: Porcelain War; 2023: Limbo	Australia	Production country appearances in KVIFF catalogue
07.01.2008	Austrálie	-25.3	133.8	1	96	54	18.8 %	1	Austrálie	1992	2025	1997 (23)	USA (9); United Kingdom (4); France (3); Canada (2); Italy (1); Bhutan (1); Argentina (1); Denmark (1)	2025: Archipelago of Earthen BonesÂ â ToÂ Bunya; 2025: Dangerous Animals; 2025: Lesbian Space Princess; 2024: Porcelain War; 2023: Limbo	Australia	Production country appearances in KVIFF catalogue
07.01.2009	Austrálie	-25.3	133.8	3	96	57	18.8 %	1	Austrálie	1992	2025	1997 (23)	USA (9); United Kingdom (4); France (3); Canada (2); Italy (1); Bhutan (1); Argentina (1); Denmark (1)	2025: Archipelago of Earthen BonesÂ â ToÂ Bunya; 2025: Dangerous Animals; 2025: Lesbian Space Princess; 2024: Porcelain War; 2023: Limbo	Australia	Production country appearances in KVIFF catalogue
07.01.2010	Austrálie	-25.3	133.8	10	96	67	18.8 %	1	Austrálie	1992	2025	1997 (23)	USA (9); United Kingdom (4); France (3); Canada (2); Italy (1); Bhutan (1); Argentina (1); Denmark (1)	2025: Archipelago of Earthen BonesÂ â ToÂ Bunya; 2025: Dangerous Animals; 2025: Lesbian Space Princess; 2024: Porcelain War; 2023: Limbo	Australia	Production country appearances in KVIFF catalogue
07.01.2011	Austrálie	-25.3	133.8	1	96	68	18.8 %	1	Austrálie	1992	2025	1997 (23)	USA (9); United Kingdom (4); France (3); Canada (2); Italy (1); Bhutan (1); Argentina (1); Denmark (1)	2025: Archipelago of Earthen BonesÂ â ToÂ Bunya; 2025: Dangerous Animals; 2025: Lesbian Space Princess; 2024: Porcelain War; 2023: Limbo	Australia	Production country appearances in KVIFF catalogue
07.01.2012	Austrálie	-25.3	133.8	3	96	71	18.8 %	1	Austrálie	1992	2025	1997 (23)	USA (9); United Kingdom (4); France (3); Canada (2); Italy (1); Bhutan (1); Argentina (1); Denmark (1)	2025: Archipelago of Earthen BonesÂ â ToÂ Bunya; 2025: Dangerous Animals; 2025: Lesbian Space Princess; 2024: Porcelain War; 2023: Limbo	Australia	Production country appearances in KVIFF catalogue
07.01.2013	Austrálie	-25.3	133.8	1	96	72	18.8 %	1	Austrálie	1992	2025	1997 (23)	USA (9); United Kingdom (4); France (3); Canada (2); Italy (1); Bhutan (1); Argentina (1); Denmark (1)	2025: Archipelago of Earthen BonesÂ â ToÂ Bunya; 2025: Dangerous Animals; 2025: Lesbian Space Princess; 2024: Porcelain War; 2023: Limbo	Australia	Production country appearances in KVIFF catalogue
07.01.2014	Austrálie	-25.3	133.8	4	96	76	18.8 %	1	Austrálie	1992	2025	1997 (23)	USA (9); United Kingdom (4); France (3); Canada (2); Italy (1); Bhutan (1); Argentina (1); Denmark (1)	2025: Archipelago of Earthen BonesÂ â ToÂ Bunya; 2025: Dangerous Animals; 2025: Lesbian Space Princess; 2024: Porcelain War; 2023: Limbo	Australia	Production country appearances in KVIFF catalogue
07.01.2015	Austrálie	-25.3	133.8	3	96	79	18.8 %	1	Austrálie	1992	2025	1997 (23)	USA (9); United Kingdom (4); France (3); Canada (2); Italy (1); Bhutan (1); Argentina (1); Denmark (1)	2025: Archipelago of Earthen BonesÂ â ToÂ Bunya; 2025: Dangerous Animals; 2025: Lesbian Space Princess; 2024: Porcelain War; 2023: Limbo	Australia	Production country appearances in KVIFF catalogue
07.01.2017	Austrálie	-25.3	133.8	1	96	80	18.8 %	1	Austrálie	1992	2025	1997 (23)	USA (9); United Kingdom (4); France (3); Canada (2); Italy (1); Bhutan (1); Argentina (1); Denmark (1)	2025: Archipelago of Earthen BonesÂ â ToÂ Bunya; 2025: Dangerous Animals; 2025: Lesbian Space Princess; 2024: Porcelain War; 2023: Limbo	Australia	Production country appearances in KVIFF catalogue
07.01.2018	Austrálie	-25.3	133.8	3	96	83	18.8 %	1	Austrálie	1992	2025	1997 (23)	USA (9); United Kingdom (4); France (3); Canada (2); Italy (1); Bhutan (1); Argentina (1); Denmark (1)	2025: Archipelago of Earthen BonesÂ â ToÂ Bunya; 2025: Dangerous Animals; 2025: Lesbian Space Princess; 2024: Porcelain War; 2023: Limbo	Australia	Production country appearances in KVIFF catalogue
07.01.2019	Austrálie	-25.3	133.8	1	96	84	18.8 %	1	Austrálie	1992	2025	1997 (23)	USA (9); United Kingdom (4); France (3); Canada (2); Italy (1); Bhutan (1); Argentina (1); Denmark (1)	2025: Archipelago of Earthen BonesÂ â ToÂ Bunya; 2025: Dangerous Animals; 2025: Lesbian Space Princess; 2024: Porcelain War; 2023: Limbo	Australia	Production country appearances in KVIFF catalogue
07.01.2021	Austrálie	-25.3	133.8	1	96	85	18.8 %	1	Austrálie	1992	2025	1997 (23)	USA (9); United Kingdom (4); France (3); Canada (2); Italy (1); Bhutan (1); Argentina (1); Denmark (1)	2025: Archipelago of Earthen BonesÂ â ToÂ Bunya; 2025: Dangerous Animals; 2025: Lesbian Space Princess; 2024: Porcelain War; 2023: Limbo	Australia	Production country appearances in KVIFF catalogue
07.01.2022	Austrálie	-25.3	133.8	5	96	90	18.8 %	1	Austrálie	1992	2025	1997 (23)	USA (9); United Kingdom (4); France (3); Canada (2); Italy (1); Bhutan (1); Argentina (1); Denmark (1)	2025: Archipelago of Earthen BonesÂ â ToÂ Bunya; 2025: Dangerous Animals; 2025: Lesbian Space Princess; 2024: Porcelain War; 2023: Limbo	Australia	Production country appearances in KVIFF catalogue
07.01.2023	Austrálie	-25.3	133.8	2	96	92	18.8 %	1	Austrálie	1992	2025	1997 (23)	USA (9); United Kingdom (4); France (3); Canada (2); Italy (1); Bhutan (1); Argentina (1); Denmark (1)	2025: Archipelago of Earthen BonesÂ â ToÂ Bunya; 2025: Dangerous Animals; 2025: Lesbian Space Princess; 2024: Porcelain War; 2023: Limbo	Australia	Production country appearances in KVIFF catalogue
07.01.2024	Austrálie	-25.3	133.8	1	96	93	18.8 %	1	Austrálie	1992	2025	1997 (23)	USA (9); United Kingdom (4); France (3); Canada (2); Italy (1); Bhutan (1); Argentina (1); Denmark (1)	2025: Archipelago of Earthen BonesÂ â ToÂ Bunya; 2025: Dangerous Animals; 2025: Lesbian Space Princess; 2024: Porcelain War; 2023: Limbo	Australia	Production country appearances in KVIFF catalogue
07.01.2025	Austrálie	-25.3	133.8	3	96	96	18.8 %	1	Austrálie	1992	2025	1997 (23)	USA (9); United Kingdom (4); France (3); Canada (2); Italy (1); Bhutan (1); Argentina (1); Denmark (1)	2025: Archipelago of Earthen BonesÂ â ToÂ Bunya; 2025: Dangerous Animals; 2025: Lesbian Space Princess; 2024: Porcelain War; 2023: Limbo	Australia	Production country appearances in KVIFF catalogue
07.01.2026	Austrálie	-25.3	133.8	1	96	97	18.8 %	1	Austrálie	1992	2025	1997 (23)	USA (9); United Kingdom (4); France (3); Canada (2); Italy (1); Bhutan (1); Argentina (1); Denmark (1)	2025: Archipelago of Earthen BonesÂ â ToÂ Bunya; 2025: Dangerous Animals; 2025: Lesbian Space Princess; 2024: Porcelain War; 2023: Limbo	Australia	Production country appearances in KVIFF catalogue
07.01.1997	Nový Zéland	-40.9	174.9	1	13	1	30.8 %	0	Austrálie	1997	2016	2008 (2)	USA (2); United Kingdom (2)	2016: Hunt for the Wilderpeople; 2015: Slow West; 2014: What We Do in the Shadows; 2013: Fresh Meat; 2009: This Is Her	New Zealand	Production country appearances in KVIFF catalogue
07.01.2000	Nový Zéland	-40.9	174.9	2	13	3	30.8 %	0	Austrálie	1997	2016	2008 (2)	USA (2); United Kingdom (2)	2016: Hunt for the Wilderpeople; 2015: Slow West; 2014: What We Do in the Shadows; 2013: Fresh Meat; 2009: This Is Her	New Zealand	Production country appearances in KVIFF catalogue
07.01.2002	Nový Zéland	-40.9	174.9	1	13	4	30.8 %	0	Austrálie	1997	2016	2008 (2)	USA (2); United Kingdom (2)	2016: Hunt for the Wilderpeople; 2015: Slow West; 2014: What We Do in the Shadows; 2013: Fresh Meat; 2009: This Is Her	New Zealand	Production country appearances in KVIFF catalogue
07.01.2005	Nový Zéland	-40.9	174.9	1	13	5	30.8 %	0	Austrálie	1997	2016	2008 (2)	USA (2); United Kingdom (2)	2016: Hunt for the Wilderpeople; 2015: Slow West; 2014: What We Do in the Shadows; 2013: Fresh Meat; 2009: This Is Her	New Zealand	Production country appearances in KVIFF catalogue
07.01.2007	Nový Zéland	-40.9	174.9	1	13	6	30.8 %	0	Austrálie	1997	2016	2008 (2)	USA (2); United Kingdom (2)	2016: Hunt for the Wilderpeople; 2015: Slow West; 2014: What We Do in the Shadows; 2013: Fresh Meat; 2009: This Is Her	New Zealand	Production country appearances in KVIFF catalogue
07.01.2008	Nový Zéland	-40.9	174.9	2	13	8	30.8 %	0	Austrálie	1997	2016	2008 (2)	USA (2); United Kingdom (2)	2016: Hunt for the Wilderpeople; 2015: Slow West; 2014: What We Do in the Shadows; 2013: Fresh Meat; 2009: This Is Her	New Zealand	Production country appearances in KVIFF catalogue
07.01.2009	Nový Zéland	-40.9	174.9	1	13	9	30.8 %	0	Austrálie	1997	2016	2008 (2)	USA (2); United Kingdom (2)	2016: Hunt for the Wilderpeople; 2015: Slow West; 2014: What We Do in the Shadows; 2013: Fresh Meat; 2009: This Is Her	New Zealand	Production country appearances in KVIFF catalogue
07.01.2013	Nový Zéland	-40.9	174.9	1	13	10	30.8 %	0	Austrálie	1997	2016	2008 (2)	USA (2); United Kingdom (2)	2016: Hunt for the Wilderpeople; 2015: Slow West; 2014: What We Do in the Shadows; 2013: Fresh Meat; 2009: This Is Her	New Zealand	Production country appearances in KVIFF catalogue
07.01.2014	Nový Zéland	-40.9	174.9	1	13	11	30.8 %	0	Austrálie	1997	2016	2008 (2)	USA (2); United Kingdom (2)	2016: Hunt for the Wilderpeople; 2015: Slow West; 2014: What We Do in the Shadows; 2013: Fresh Meat; 2009: This Is Her	New Zealand	Production country appearances in KVIFF catalogue
07.01.2015	Nový Zéland	-40.9	174.9	1	13	12	30.8 %	0	Austrálie	1997	2016	2008 (2)	USA (2); United Kingdom (2)	2016: Hunt for the Wilderpeople; 2015: Slow West; 2014: What We Do in the Shadows; 2013: Fresh Meat; 2009: This Is Her	New Zealand	Production country appearances in KVIFF catalogue
07.01.2016	Nový Zéland	-40.9	174.9	1	13	13	30.8 %	0	Austrálie	1997	2016	2008 (2)	USA (2); United Kingdom (2)	2016: Hunt for the Wilderpeople; 2015: Slow West; 2014: What We Do in the Shadows; 2013: Fresh Meat; 2009: This Is Her	New Zealand	Production country appearances in KVIFF catalogue
07.01.2026	Gabon	-0.8	11.6	1		1			Austrálie						Gabon	Production country appearances in KVIFF catalogue
07.01.1992	Írán	32.4	53.7	1	103	1	24.3 %	1	Blízký východ	1992	2025	2023 (13)	France (12); Germany (5); Italy (2); USA (2); United Kingdom (2); Turkey (2); Japan (1); Iraq (1)	2025: Cinema Jazireh; 2025: ItÂ Was Just an Accident; 2025: Put Your Soul on Your Hand andÂ Walk; 2025: Tehran Another View; 2025: Bidad	Iran	Production country appearances in KVIFF catalogue
07.01.1995	Írán	32.4	53.7	3	103	4	24.3 %	1	Blízký východ	1992	2025	2023 (13)	France (12); Germany (5); Italy (2); USA (2); United Kingdom (2); Turkey (2); Japan (1); Iraq (1)	2025: Cinema Jazireh; 2025: ItÂ Was Just an Accident; 2025: Put Your Soul on Your Hand andÂ Walk; 2025: Tehran Another View; 2025: Bidad	Iran	Production country appearances in KVIFF catalogue
07.01.1996	Írán	32.4	53.7	1	103	5	24.3 %	1	Blízký východ	1992	2025	2023 (13)	France (12); Germany (5); Italy (2); USA (2); United Kingdom (2); Turkey (2); Japan (1); Iraq (1)	2025: Cinema Jazireh; 2025: ItÂ Was Just an Accident; 2025: Put Your Soul on Your Hand andÂ Walk; 2025: Tehran Another View; 2025: Bidad	Iran	Production country appearances in KVIFF catalogue
07.01.1997	Írán	32.4	53.7	3	103	8	24.3 %	1	Blízký východ	1992	2025	2023 (13)	France (12); Germany (5); Italy (2); USA (2); United Kingdom (2); Turkey (2); Japan (1); Iraq (1)	2025: Cinema Jazireh; 2025: ItÂ Was Just an Accident; 2025: Put Your Soul on Your Hand andÂ Walk; 2025: Tehran Another View; 2025: Bidad	Iran	Production country appearances in KVIFF catalogue
07.01.1998	Írán	32.4	53.7	1	103	9	24.3 %	1	Blízký východ	1992	2025	2023 (13)	France (12); Germany (5); Italy (2); USA (2); United Kingdom (2); Turkey (2); Japan (1); Iraq (1)	2025: Cinema Jazireh; 2025: ItÂ Was Just an Accident; 2025: Put Your Soul on Your Hand andÂ Walk; 2025: Tehran Another View; 2025: Bidad	Iran	Production country appearances in KVIFF catalogue
07.01.1999	Írán	32.4	53.7	3	103	12	24.3 %	1	Blízký východ	1992	2025	2023 (13)	France (12); Germany (5); Italy (2); USA (2); United Kingdom (2); Turkey (2); Japan (1); Iraq (1)	2025: Cinema Jazireh; 2025: ItÂ Was Just an Accident; 2025: Put Your Soul on Your Hand andÂ Walk; 2025: Tehran Another View; 2025: Bidad	Iran	Production country appearances in KVIFF catalogue
07.01.2000	Írán	32.4	53.7	3	103	15	24.3 %	1	Blízký východ	1992	2025	2023 (13)	France (12); Germany (5); Italy (2); USA (2); United Kingdom (2); Turkey (2); Japan (1); Iraq (1)	2025: Cinema Jazireh; 2025: ItÂ Was Just an Accident; 2025: Put Your Soul on Your Hand andÂ Walk; 2025: Tehran Another View; 2025: Bidad	Iran	Production country appearances in KVIFF catalogue
07.01.2001	Írán	32.4	53.7	5	103	20	24.3 %	1	Blízký východ	1992	2025	2023 (13)	France (12); Germany (5); Italy (2); USA (2); United Kingdom (2); Turkey (2); Japan (1); Iraq (1)	2025: Cinema Jazireh; 2025: ItÂ Was Just an Accident; 2025: Put Your Soul on Your Hand andÂ Walk; 2025: Tehran Another View; 2025: Bidad	Iran	Production country appearances in KVIFF catalogue
07.01.2002	Írán	32.4	53.7	6	103	26	24.3 %	1	Blízký východ	1992	2025	2023 (13)	France (12); Germany (5); Italy (2); USA (2); United Kingdom (2); Turkey (2); Japan (1); Iraq (1)	2025: Cinema Jazireh; 2025: ItÂ Was Just an Accident; 2025: Put Your Soul on Your Hand andÂ Walk; 2025: Tehran Another View; 2025: Bidad	Iran	Production country appearances in KVIFF catalogue
07.01.2003	Írán	32.4	53.7	4	103	30	24.3 %	1	Blízký východ	1992	2025	2023 (13)	France (12); Germany (5); Italy (2); USA (2); United Kingdom (2); Turkey (2); Japan (1); Iraq (1)	2025: Cinema Jazireh; 2025: ItÂ Was Just an Accident; 2025: Put Your Soul on Your Hand andÂ Walk; 2025: Tehran Another View; 2025: Bidad	Iran	Production country appearances in KVIFF catalogue
07.01.2004	Írán	32.4	53.7	6	103	36	24.3 %	1	Blízký východ	1992	2025	2023 (13)	France (12); Germany (5); Italy (2); USA (2); United Kingdom (2); Turkey (2); Japan (1); Iraq (1)	2025: Cinema Jazireh; 2025: ItÂ Was Just an Accident; 2025: Put Your Soul on Your Hand andÂ Walk; 2025: Tehran Another View; 2025: Bidad	Iran	Production country appearances in KVIFF catalogue
07.01.2005	Írán	32.4	53.7	6	103	42	24.3 %	1	Blízký východ	1992	2025	2023 (13)	France (12); Germany (5); Italy (2); USA (2); United Kingdom (2); Turkey (2); Japan (1); Iraq (1)	2025: Cinema Jazireh; 2025: ItÂ Was Just an Accident; 2025: Put Your Soul on Your Hand andÂ Walk; 2025: Tehran Another View; 2025: Bidad	Iran	Production country appearances in KVIFF catalogue
07.01.2006	Írán	32.4	53.7	5	103	47	24.3 %	1	Blízký východ	1992	2025	2023 (13)	France (12); Germany (5); Italy (2); USA (2); United Kingdom (2); Turkey (2); Japan (1); Iraq (1)	2025: Cinema Jazireh; 2025: ItÂ Was Just an Accident; 2025: Put Your Soul on Your Hand andÂ Walk; 2025: Tehran Another View; 2025: Bidad	Iran	Production country appearances in KVIFF catalogue
07.01.2007	Írán	32.4	53.7	1	103	48	24.3 %	1	Blízký východ	1992	2025	2023 (13)	France (12); Germany (5); Italy (2); USA (2); United Kingdom (2); Turkey (2); Japan (1); Iraq (1)	2025: Cinema Jazireh; 2025: ItÂ Was Just an Accident; 2025: Put Your Soul on Your Hand andÂ Walk; 2025: Tehran Another View; 2025: Bidad	Iran	Production country appearances in KVIFF catalogue
07.01.2008	Írán	32.4	53.7	3	103	51	24.3 %	1	Blízký východ	1992	2025	2023 (13)	France (12); Germany (5); Italy (2); USA (2); United Kingdom (2); Turkey (2); Japan (1); Iraq (1)	2025: Cinema Jazireh; 2025: ItÂ Was Just an Accident; 2025: Put Your Soul on Your Hand andÂ Walk; 2025: Tehran Another View; 2025: Bidad	Iran	Production country appearances in KVIFF catalogue
07.01.2009	Írán	32.4	53.7	2	103	53	24.3 %	1	Blízký východ	1992	2025	2023 (13)	France (12); Germany (5); Italy (2); USA (2); United Kingdom (2); Turkey (2); Japan (1); Iraq (1)	2025: Cinema Jazireh; 2025: ItÂ Was Just an Accident; 2025: Put Your Soul on Your Hand andÂ Walk; 2025: Tehran Another View; 2025: Bidad	Iran	Production country appearances in KVIFF catalogue
07.01.2010	Írán	32.4	53.7	4	103	57	24.3 %	1	Blízký východ	1992	2025	2023 (13)	France (12); Germany (5); Italy (2); USA (2); United Kingdom (2); Turkey (2); Japan (1); Iraq (1)	2025: Cinema Jazireh; 2025: ItÂ Was Just an Accident; 2025: Put Your Soul on Your Hand andÂ Walk; 2025: Tehran Another View; 2025: Bidad	Iran	Production country appearances in KVIFF catalogue
07.01.2011	Írán	32.4	53.7	1	103	58	24.3 %	1	Blízký východ	1992	2025	2023 (13)	France (12); Germany (5); Italy (2); USA (2); United Kingdom (2); Turkey (2); Japan (1); Iraq (1)	2025: Cinema Jazireh; 2025: ItÂ Was Just an Accident; 2025: Put Your Soul on Your Hand andÂ Walk; 2025: Tehran Another View; 2025: Bidad	Iran	Production country appearances in KVIFF catalogue
07.01.2012	Írán	32.4	53.7	3	103	61	24.3 %	1	Blízký východ	1992	2025	2023 (13)	France (12); Germany (5); Italy (2); USA (2); United Kingdom (2); Turkey (2); Japan (1); Iraq (1)	2025: Cinema Jazireh; 2025: ItÂ Was Just an Accident; 2025: Put Your Soul on Your Hand andÂ Walk; 2025: Tehran Another View; 2025: Bidad	Iran	Production country appearances in KVIFF catalogue
07.01.2013	Írán	32.4	53.7	5	103	66	24.3 %	1	Blízký východ	1992	2025	2023 (13)	France (12); Germany (5); Italy (2); USA (2); United Kingdom (2); Turkey (2); Japan (1); Iraq (1)	2025: Cinema Jazireh; 2025: ItÂ Was Just an Accident; 2025: Put Your Soul on Your Hand andÂ Walk; 2025: Tehran Another View; 2025: Bidad	Iran	Production country appearances in KVIFF catalogue
07.01.2014	Írán	32.4	53.7	2	103	68	24.3 %	1	Blízký východ	1992	2025	2023 (13)	France (12); Germany (5); Italy (2); USA (2); United Kingdom (2); Turkey (2); Japan (1); Iraq (1)	2025: Cinema Jazireh; 2025: ItÂ Was Just an Accident; 2025: Put Your Soul on Your Hand andÂ Walk; 2025: Tehran Another View; 2025: Bidad	Iran	Production country appearances in KVIFF catalogue
07.01.2015	Írán	32.4	53.7	1	103	69	24.3 %	1	Blízký východ	1992	2025	2023 (13)	France (12); Germany (5); Italy (2); USA (2); United Kingdom (2); Turkey (2); Japan (1); Iraq (1)	2025: Cinema Jazireh; 2025: ItÂ Was Just an Accident; 2025: Put Your Soul on Your Hand andÂ Walk; 2025: Tehran Another View; 2025: Bidad	Iran	Production country appearances in KVIFF catalogue
07.01.2016	Írán	32.4	53.7	1	103	70	24.3 %	1	Blízký východ	1992	2025	2023 (13)	France (12); Germany (5); Italy (2); USA (2); United Kingdom (2); Turkey (2); Japan (1); Iraq (1)	2025: Cinema Jazireh; 2025: ItÂ Was Just an Accident; 2025: Put Your Soul on Your Hand andÂ Walk; 2025: Tehran Another View; 2025: Bidad	Iran	Production country appearances in KVIFF catalogue
07.01.2017	Írán	32.4	53.7	3	103	73	24.3 %	1	Blízký východ	1992	2025	2023 (13)	France (12); Germany (5); Italy (2); USA (2); United Kingdom (2); Turkey (2); Japan (1); Iraq (1)	2025: Cinema Jazireh; 2025: ItÂ Was Just an Accident; 2025: Put Your Soul on Your Hand andÂ Walk; 2025: Tehran Another View; 2025: Bidad	Iran	Production country appearances in KVIFF catalogue
